  1.000000  0.000000
  0.996520  0.001030
  0.986860  0.003835
  0.972329  0.007915
  0.953279  0.013026
  0.929358  0.019099
  0.900588  0.025955
  0.867427  0.033335
  0.830367  0.041021
  0.789936  0.048835
  0.746685  0.056622
  0.701214  0.064229
  0.654083  0.071492
  0.605902  0.078212
  0.557221  0.084168
  0.508600  0.089121
  0.460549  0.092839
  0.413418  0.095130
  0.367427  0.095846
  0.322776  0.094886
  0.279606  0.092204
  0.238185  0.087830
  0.198944  0.081901
  0.162303  0.074655
  0.128633  0.066401
  0.098292  0.057492
  0.071591  0.048274
  0.048851  0.039067
  0.030281  0.030091
  0.016030  0.021452
  0.006190  0.013118
  0.004680  0.011377
  0.001520  0.006447
  0.000340  0.003043
  0.000000  0.000000
  0.000090 -0.000971
  0.000520 -0.002334
  0.001750 -0.004281
  0.004220 -0.006649
  0.009540 -0.009996
  0.019390 -0.014239
  0.036421 -0.019449
  0.058351 -0.024420
  0.085002 -0.029032
  0.116072 -0.033099
  0.151143 -0.036410
  0.189764 -0.038766
  0.231455 -0.040007
  0.275695 -0.040031
  0.322126 -0.038812
  0.370477 -0.036389
  0.420578 -0.032857
  0.472439 -0.028361
  0.525760 -0.023133
  0.579832 -0.017518
  0.633893 -0.011914
  0.687134 -0.006730
  0.738715 -0.002330
  0.787766  0.001016
  0.833447  0.003173
  0.874947  0.004158
  0.911508  0.004135
  0.942419  0.003386
  0.967149  0.002264
  0.985230  0.001131
  0.996280  0.000303
  1.000000  -0.000000
